A - worst asymmetry,B - compactness,C - red variance,C - green variance,C - blue variance,Hair,Cancer
5769292.595,-1.769555233,1.599708735,2.776432892,3.028822195,0.087147533,0
1003438.39,-1.383248102,0.03352726,0.055882245,0.058434724,0.058453967,1
2487944.856,5.079984868,1.065388079,1.922494432,2.401290024,0.093902129,1
1140556.592,4.366721832,0.019927495,0.041553527,0.046863668,0.030938521,1
6413571.201,38.1499876,0.11799648,0.337325628,0.414732413,0.042384068,0
3752213.37,-4.877876739,0.017620105,0.027404034,0.028647895,0.024177264,1
3062725.754,-14.13866597,0.486516555,0.848748511,0.765507188,0.045897992,1
975002.4886,-10.10983264,0.050591364,0.184792155,0.206730456,0.066708102,1
1262789154,33.51787077,247.2013283,535.3977924,630.1159803,0.35542367,1
5552272.091,-1.240475489,5.020285332,9.476239119,11.81070528,0.148405938,1
807433.1677,-2.885213322,0.15548442,0.434534824,0.536931999,0.131792771,1
591013.3451,-8.309270383,0.227892534,0.349866579,0.487790772,0.023425899,0
2273758.845,-14.17471699,7.078923199,18.92597808,16.80719173,0.095163184,1
2336143.715,0.991148141,166.1199896,871.5380433,871.8097036,0.246407956,1
1815350.373,-0.763506267,0.313323172,0.764729936,0.87377795,0.11664484,1
1182283.56,-0.76202843,2.089302477,4.076050728,3.669437449,0.323899713,1
5036456.957,7.378336504,0.507399559,1.752063041,2.183473782,0.076534399,1
1397770.251,-5.019050685,0.040406727,0.054378046,0.050503192,0.018324947,1
1795577.315,28.8651457,0.034420113,0.141513279,0.154445385,0.031877169,1
577030.1831,0.285799626,0.457870868,0.802851196,0.787086419,0.121936208,1
594212.5116,1.287558914,0.013338779,0.067300208,0.063704432,0.031298826,1
2235298.284,-0.038043916,9.617732461,15.7359793,13.55909877,0.085671113,0
475426.2022,-0.706668553,70.56185612,163.6682329,251.0765174,0.311497178,1
2567525.656,-10.73925959,0.009626384,1.263469971,0.724551071,0.131781511,1
2093961.232,-7.92074181,1.047459873,4.289027335,5.786453518,0.052036211,0
2113678.335,-17.0448597,0.001194897,0.00389421,0.003945453,0.006860007,1
5178577.896,25.5264005,0.667611642,2.458582733,2.948312816,0.060520598,0
4317888.576,-1.481593656,1.554105024,5.512341123,7.222599441,0.15801072,1
2978447.2,-8.833467073,0.316025672,2.626695107,3.960919423,0.055171827,1
803792.473,3.110603416,7.086213576,49.92524468,77.51800988,0.161997207,1
3355841.826,-30.47281129,5.34489949,11.85981798,17.12811327,0.153601643,0
682308758,175.4490979,25.80735679,52.63495834,83.77710744,0.59202682,0
2131242.84,19.41633781,0.000499392,0.002622442,0.004345192,0.010817725,1
3840100.322,37.93668553,0.010485622,0.017577609,0.017148018,0.019623339,0
4970501.596,-0.125452784,1.941475403,8.42699711,7.127202884,0.07748318,0
638606.9884,-14.02277867,0.368915283,0.710373353,0.769833931,0.056608465,1
1015887.289,-14.78666404,13.43295389,29.07130696,22.81271334,0.175419485,0
7252393.466,13.23493546,0.069645374,0.171323466,0.236148129,0.047501906,1
1394102.046,-2.205423279,5.407386325,7.495270428,6.72599311,0.054059943,1
7986876.082,-4.83289468,0.134659089,0.263108547,0.253152851,0.065155728,1
1727374.587,4.651693333,0.284756971,1.763703099,1.765071281,0.067183642,1
2130906.819,4.71184012,0.084230948,0.478644391,0.476308555,0.0414368,1
3264883.968,39.30820036,0.038793708,0.166806974,0.182318342,0.022342644,0
1457742.725,18.49614551,8.243188229,39.78924572,46.26465688,0.091846302,0
5657298.437,-42.10203398,1.465778705,3.262656315,3.314692273,0.045448533,0
2160204.879,-2.222163696,0.269203817,1.921737914,2.05188315,0.0861847,0
2670869.94,-11.02798584,0.061006612,0.194944391,0.264808985,0.026544729,0
1419744.09,-2.647399452,0.141706868,0.214282626,0.236961136,0.049103709,1
2663103.601,-41.83459184,0.002198375,0.012541818,0.02289079,0.0212215,1
891529454.8,-14.65026672,132.5020158,189.1180547,208.2292556,0.435697607,0
7130467.045,-47.22085164,0.004366117,0.015725795,0.017242487,0.020548204,1
2268795.538,-71.90611143,5.59464079,15.14567572,18.74746404,0.050818464,0
960328531.4,165.7229311,542.6439007,753.4083175,883.0572475,0.724365482,0
2940481.531,1.63627892,0.085028794,0.124729496,0.164421091,0.037907466,1
1601905.601,163.6982071,0.047586496,0.178149048,0.244922118,0.042940032,1
2432100.74,-42.83620008,0.08732142,0.208209306,0.219607097,0.05515873,1
5239947.271,1.087454414,0.45171858,1.083947742,1.102635178,0.060621,1
1620765.762,-0.590432751,4.716618837,11.5826792,11.70692855,0.101193388,0
8281856.22,5.263908272,0.022599232,0.107907214,0.146166225,0.059542981,1
5367382.922,-5.35107139,7.474750567,16.92806291,17.04783419,0.253257107,1
4986024.073,0.31788669,22.58990779,30.11545408,29.41693654,0.092866499,1
841697.913,-11.82129603,0.064954972,0.378572929,0.533759257,0.058568196,1
1171763.554,-39.64888226,0.016856146,0.165496008,0.161661822,0.034720155,1
999564.7923,50.29736927,0.018951806,0.118238732,0.116473408,0.044062857,1
9278940.771,-112.8084684,0.008673912,0.012784654,0.010113033,0.016460564,1
8610661.207,-3.961699766,0.018470717,0.055973831,0.064883245,0.010715112,1
7715217.568,-1.087248923,0.015667745,0.020185475,0.021302222,0.02270854,0
7340667.716,-1.624607716,7.937183043,18.93386376,16.32891419,0.120868784,1
7800092.805,-0.26335091,0.616326994,1.629327369,1.194102558,0.094063131,1
3455980.642,-27.93737595,2.441476817,12.26901549,20.73412136,0.043752289,0
1253628.468,-0.389837057,0.294463648,0.542487859,0.558272748,0.061025364,1
1981569.223,-0.573244784,2.988407647,6.087843562,5.474265505,0.125582253,1
1733824.265,83.53913484,30.65975909,55.59453276,64.39898263,0.100348383,1
3550639.118,73.00131518,0.103678995,0.194388077,0.172461821,0.063917811,1
1026947.491,15.61410174,1.860841855,4.030454455,5.333705523,0.148277152,0
2157186.561,-11.11828706,1.884343814,3.250031254,3.17242238,0.06593633,1
2626293.349,9.413492568,0.059995547,0.210965653,0.228478217,0.01617357,1
2103657.792,15.88005419,0.615235029,2.244447619,2.501102437,0.050702215,1
3088680.598,1.546158756,0.471115114,5.824558435,30.85503309,0.183633224,1
1349377.119,-0.096548697,5.842379709,65.56277679,143.5176803,0.156687207,1
927925.1289,-1.160679541,0.381576325,1.470914345,1.321196437,0.074673848,1
2152110.309,-1.615159031,51.03998468,88.63796059,96.41606513,0.149643446,1
991779.9929,-2.269677327,43.24478524,86.14212933,100.9534323,0.254175347,1
1069725561,513.8903223,41.16274453,54.3191582,64.68309909,0.109331556,0
5066092.482,-5.040194342,0.842700907,2.868362279,2.936418536,0.117423224,1
476909.4258,-9.206720891,0.555887738,0.811395458,0.976247042,0.088549924,1
937189.6904,1.863111381,5.270418958,6.969252789,5.367183731,0.148686998,1
1328386728,145.4664737,54.43423793,71.69981311,82.32263257,0.466714121,1
5305013.396,0.310052454,7.915300416,9.689972858,10.0893936,0.180293231,1
1336352010,71.80650057,16.90748323,26.55232237,28.62655807,0.293039889,0
1069012.606,0.500367262,0.071756153,0.326534428,0.36474078,0.076123644,0
1376429.558,10.58829869,4.136806032,18.26169943,16.43549258,0.090933578,0
4553463.231,2.316722706,0.767018208,1.205600766,1.10421788,0.169291602,1
1673733.446,-0.300560817,7.595465169,8.197069721,7.657974761,0.142105357,1
2389372.765,-0.035056018,5.430098753,9.927759643,10.11403816,0.215176476,1
3587560.432,-0.579314037,13.56928784,61.70821941,74.67707127,0.457016871,0
1110811.698,-1.780324848,19.73345332,29.2774776,27.07602576,0.284502422,1
502735.7769,3.187471007,0,0,0,0.032774878,1
945155.2201,8.064893915,0.920735171,1.694786002,1.670170529,0.051995596,0
2106742.611,222.5146727,0.002075983,0.006013729,0.00666195,0.005698656,1
1862053.685,1.265459678,4.843845685,18.91437662,32.36867642,0.2054061,1
979997961,1710.923575,1279.642067,2168.269485,3039.470573,0.627872714,0
1208497.974,4.942985563,8.249601281,22.38146439,22.73108396,0.088636378,1
2183801.349,8.799651073,0.075909135,2.896211438,5.4660567,0.193869629,1
1385514.704,-93.39653024,7.80E-05,0.000149441,0.000149593,0.002362526,1
1833275.683,-12.82995548,0.052863903,0.115646987,0.084504318,0.038654785,1
1761063.065,-9.37973172,0.483051468,1.106375099,0.940969925,0.213944444,1
1162158.799,-14.89039,0.235197547,0.354290402,0.34235551,0.070454102,1
513834.5333,4.421342559,26.74525789,35.03451415,35.76509021,0.108428914,0
2896775.898,-1.560358332,0.532092118,1.829038682,1.765649911,0.131022584,1
2276419.193,0.913427608,2.325752765,4.907220801,4.604330178,0.059160239,1
1472530.627,1.745028504,23.83981778,31.81212399,28.430745,0.099660489,1
3127441.252,7.481166141,55.67797184,118.7291265,125.548811,0.167999598,1
842455.6632,23.74528234,1.959551327,3.780601152,4.659598545,0.098720441,1
1205894.305,-1.312357726,0.010133153,0.013922361,0.016641535,0.027840669,0
2420698.053,1.761817068,1.883589441,1.893059733,1.833341044,0.066319763,0
8609077.374,7.533686781,0.001896728,0.00338977,0.003455822,0.01108903,0
1520564.106,-4.435468768,0.000236387,0.000608378,0.000628788,0.004368867,0
1146330.262,0.952915892,87.14286284,97.44770334,113.342034,0.083006172,0
1221056.503,1.600221772,0.093525178,0.570608315,0.614380229,0.048085769,1
2303524.278,4.513024996,21.23455612,30.35138521,33.70441595,0.177797228,1
4020724.726,-1.670583142,13.92276556,34.5613427,42.08657512,0.088419158,1
1021351.363,3.780949906,5.650258739,9.457389462,7.514166206,0.1415974,1
605754.742,-5.03027027,0.750618688,3.549014622,4.372411919,0.08109746,1
2521548.536,-1.712289213,9.741382611,29.67015894,45.62548629,0.252082503,1
1683256.929,0.359117302,372.280143,870.8618773,1165.804327,0.375815301,1
1483398.694,-1.407130325,335.2315415,568.3581512,668.8108112,0.23376382,1
819870.3784,17.98534711,1.593308397,6.992427738,7.5517573,0.165996798,1
1899521.33,-7.812824814,0.030141292,0.053447037,0.044349611,0.04975753,1
847449069.8,42.20702222,686.5918149,1062.22408,1352.035349,0.510838521,1
1810258.503,-1.290931169,0.645976012,0.692998057,0.673330505,0.16070334,0
1044375410,-48.75346251,85.28608051,437.5655183,636.7239401,0.45207833,0
428166.2229,-19.01417639,0.025866277,0.189454769,0.182208809,0.03309225,1
1083553.802,-7.868280417,0.384132924,0.690403378,0.647393494,0.048335149,0
1240588.729,-3.235597939,6.193010707,36.74023154,48.72585623,0.100335069,1
8081277.954,5.608847823,0.428373791,2.78313125,3.574656083,0.056382526,1
1602011.399,0.1106765,6.224261806,34.37931209,40.25825245,0.088162462,0
1026049.361,-1.386470275,18.30642202,21.79531887,27.68429789,0.05429,0
2042812.298,-0.574862866,0.262803191,0.391973922,0.302812305,0.086330649,1
1154123534,19.55659113,47.0516826,71.59829727,86.9897587,0.389288203,0
944093697.3,106.073983,178.9693179,286.4024142,313.3515246,0.206577636,0
1032959451,-66.09306388,3.448814776,5.426821978,5.729583876,0.358482716,0
2541250.121,1.391571073,0.153009641,0.291083099,0.25823612,0.032853563,1
1867486.673,-6.111376036,4.96639775,10.29560086,10.04974472,0.068397098,1
3905478.942,33.63951567,0.006307492,0.020315208,0.031139588,0.033322754,0
7501396.856,-70.99201617,0.028895598,0.075783952,0.091480022,0.057918596,0
1124429.822,184.2538084,0.010190113,0.031284264,0.037761608,0.029236364,0
2800147.415,-0.54746633,25.48072667,42.73631732,58.28148363,0.209059256,0
517045.5707,1.889916241,0.606304586,1.30748651,1.5688269,0.089612782,1
693170.8268,-15.2606081,0.041745125,0.071298105,0.061324686,0.025683195,0
2388809.001,-9.761030549,0.004560499,0.00507879,0.005099995,0.018781816,0
1464843.584,1.400733117,20.66686168,31.83794024,29.19117975,0.097076379,1
1772557.066,1.111223797,0,0,0,0.0973008,1
2274309.895,2.563044841,34.26035799,75.81296024,76.18262961,0.063965427,1
639939.6471,-13.28452993,0.100345529,0.230701854,0.267270104,0.067838808,1
773994.927,-136.5456966,0.007343247,0.02160802,0.030144861,0.028774244,1
1411903.66,-5.499124603,0.23491752,0.863052455,1.189092228,0.035612243,1
1988731.293,0.419240325,0.073790148,0.180214553,0.250994626,0.077253069,0
2835352.665,0.376218994,0.661289492,1.451746908,1.60599444,0.116780841,1
5536570.634,5.624502692,0.112098243,0.180765239,0.189979876,0.027872757,1
1617908.708,2.929826613,23.16588261,47.92120369,64.34908876,0.139813395,0
1424334.456,-2.438950353,1.462551129,1.837253557,1.730550855,0.080375329,0
1355329.414,-88.94879589,0.001882811,0.003785792,0.003985548,0.009541071,0
1768825.234,5.592081791,0.024460234,0.083277869,0.106906225,0.047981029,1
557443.005,-15.35817974,0.44959917,0.684981962,0.631574491,0.100324486,0
2548300.628,0.546748703,16.04358997,32.09684328,34.76379208,0.194982646,1
1048399432,-42.24626173,10.02179482,22.38590932,23.18855214,0.412924959,0
4053527.209,-52.49222203,0.164361007,0.274938169,0.257726779,0.015372905,1
995265.3183,5.593613435,119.3221784,225.6799726,204.0544717,0.168920161,1
2488305.03,-0.456886001,1.257360241,2.152868211,2.77255821,0.178242996,1
1441474.932,-23.5591771,3.320316084,11.12867173,11.02909651,0.153163135,1
6475837.089,-0.139420387,66.09335727,95.41102835,103.5588725,0.098019832,0
4881311.179,4.907622171,0.021468087,0.076062326,0.085130269,0.034035573,1
1556311.884,-3.229621687,1.39329918,3.534493651,2.888006994,0.133246757,1
9452803.787,63.76970263,0.016252379,0.039627676,0.046370362,0.016261552,0
1825399.837,73.97116762,14.97572302,28.40049809,35.3822643,0.05994539,0
1935826.452,-78.20973761,0.08168017,0.140703043,0.152786494,0.031816406,1
1282533879,-79.75924797,8.283980486,10.62303251,11.1904722,0.398981932,0
761722.8414,33.25748933,0.385701814,1.289071553,1.733505268,0.084147044,0
1417904.773,-45.34962344,0.022693931,0.036899745,0.034815727,0.01623074,1
4447362.397,-2.371320177,0.06323304,0.161474459,0.155064776,0.019891188,1
930155.3648,-0.490066262,0.579491407,1.559725987,1.505586265,0.145142653,1
3049602.412,3.709502258,0.751021339,2.926064622,4.432879964,0.066999316,1
1205605.238,1.152868416,3.866642117,8.438248372,8.048974096,0.098104974,0
1802822.836,-31.87853832,0.095691508,0.213008866,0.251965169,0.021125478,1
1216970.746,15.89281406,0.213855468,0.297027498,0.255455925,0.067860219,1
2103539.993,-5.140637019,0.291999013,0.430472062,0.373246841,0.042556281,1
1857285.198,-25.70961542,0.290953206,2.802351064,3.263910588,0.244182349,1
