File_ID;Group_ID;Rating_1;Rating_2;Rating_3;Rating_4;Rating_5
img_1272.png;J;0;0;0;1;0
img_1273.png;J;1;0;1;1;1
img_1274.png;J;2;2;2;2;2
img_1275.png;J;1;1;1;0;1
img_1276.png;J;2;2;2;2;2
img_1277.png;J;1;2;1;2;1
img_1278.png;J;2;0;2;2;2
img_1279.png;J;0;0;0;0;0
img_1280.png;J;1;1;1;2;1
img_1281.png;J;2;2;2;2;2
img_1282.png;J;0;0;0;0;0
img_1283.png;J;2;2;2;2;2
img_1284.png;J;0;0;0;0;0
img_1285.png;J;0;0;0;0;0
img_1286.png;J;1;2;1;0;1
img_1287.png;J;2;2;2;1;2
img_1288.png;J;2;2;2;2;2
img_1289.png;J;1;1;1;2;1
img_1290.png;J;0;0;0;0;0
img_1291.png;J;1;0;0;2;0
img_1292.png;J;1;1;1;1;1
img_1293.png;J;0;0;0;0;0
img_1294.png;J;1;2;2;2;2
img_1295.png;J;1;1;1;1;1
img_1296.png;J;0;0;0;0;0
img_1297.png;J;1;1;1;2;1
img_1298.png;J;0;0;0;0;0
img_1299.png;J;0;0;0;0;0
img_1300.png;J;0;0;0;0;0
img_1301.png;J;1;1;1;1;1
img_1302.png;J;1;1;2;1;1
img_1303.png;J;0;0;0;0;0
img_1304.png;J;1;2;1;2;1
img_1305.png;J;1;1;1;1;1
img_1306.png;J;1;0;1;1;1
img_1307.png;J;0;0;0;0;0
img_1308.png;J;0;0;0;0;0
img_1309.png;J;0;0;0;0;0
img_13J.png;J;1;1;1;2;1
img_1311.png;J;1;1;1;2;1
img_1312.png;J;1;1;1;2;1
img_1313.png;J;2;2;2;2;2
img_1314.png;J;1;1;1;0;1
img_1315.png;J;1;1;1;2;1
img_1316.png;J;0;0;0;0;0
img_1317.png;J;0;0;0;0;1
img_1318.png;J;2;2;2;2;2
img_1319.png;J;2;2;2;2;2
img_1320.png;J;1;1;1;1;1
img_1321.png;J;0;0;0;0;0
img_1322.png;J;0;0;0;0;0
img_1323.png;J;0;0;0;0;1
img_1324.png;J;1;1;1;0;1
img_1325.png;J;0;0;0;0;0
img_1326.png;J;1;0;1;0;1
img_1327.png;J;1;0;1;0;1
img_1328.png;J;0;0;0;0;0
img_1329.png;J;1;2;2;0;1
img_1330.png;J;1;2;2;1;1
img_1331.png;J;0;0;0;0;0
img_1332.png;J;0;0;0;0;0
img_1333.png;J;1;0;1;0;1
img_1334.png;J;1;0;1;1;1
img_1335.png;J;2;2;2;1;2
img_1336.png;J;2;2;2;2;2
img_1337.png;J;0;0;0;2;0
img_1338.png;J;1;0;1;0;1
img_1339.png;J;1;1;1;1;2
img_1340.png;J;1;2;2;2;1
img_1341.png;J;0;0;0;2;1
img_1342.png;J;1;1;1;0;1
img_1343.png;J;1;1;1;1;1
img_1344.png;J;1;1;1;1;2
img_1345.png;J;2;2;2;1;2
img_1346.png;J;2;2;1;0;1
img_1347.png;J;1;2;1;1;2
img_1348.png;J;2;2;2;1;2
img_1349.png;J;1;2;2;2;2
img_1350.png;J;1;2;2;2;1
img_1351.png;J;1;0;1;2;0
img_1352.png;J;0;0;0;0;0
img_1353.png;J;1;2;2;0;1
img_1354.png;J;0;0;0;1;0
img_1355.png;J;0;1;1;0;0
img_1356.png;J;0;1;1;1;1
img_1357.png;J;2;2;2;2;2
img_1358.png;J;0;0;0;2;0
img_1359.png;J;0;0;0;0;0
img_1360.png;J;2;2;2;0;2
img_1361.png;J;0;0;0;2;0
img_1362.png;J;1;1;1;0;1
img_1363.png;J;2;2;2;0;2
img_1364.png;J;2;2;2;2;1
img_1365.png;J;0;0;0;1;0
img_1366.png;J;0;0;0;0;0
img_1367.png;J;0;0;0;0;0
img_1368.png;J;1;1;1;0;1
img_1369.png;J;1;2;1;0;1
img_1370.png;J;2;2;2;0;1
img_1371.png;J;1;2;0;2;1
img_1372.png;J;1;1;1;0;0
img_1373.png;J;0;0;0;1;0
img_1374.png;J;1;1;1;0;2
img_1375.png;J;2;2;2;0;2
img_1376.png;J;2;2;2;0;2
img_1377.png;J;0;0;0;0;0
img_1378.png;J;2;1;2;0;1
